photoid,school,hispanic,female1,female2,female3,female4,grades1,grades2,grades3,grades4,eversmk1,eversmk2,eversmk3,eversmk4,everdrk1,everdrk2,everdrk3,everdrk4,home1,home2,home3,home4,sch_friend11,sch_friend12,sch_friend13,sch_friend14,sch_friend15,sch_friend16,sch_friend17,sch_friend18,sch_friend19,sch_friend110,sch_friend111,sch_friend112,sch_friend113,sch_friend114,sch_friend115,sch_friend116,sch_friend117,sch_friend118,sch_friend119,sch_friend21,sch_friend22,sch_friend23,sch_friend24,sch_friend25,sch_friend26,sch_friend27,sch_friend28,sch_friend29,sch_friend210,sch_friend211,sch_friend212,sch_friend213,sch_friend214,sch_friend215,sch_friend216,sch_friend217,sch_friend218,sch_friend219,sch_friend31,sch_friend32,sch_friend33,sch_friend34,sch_friend35,sch_friend36,sch_friend37,sch_friend38,sch_friend39,sch_friend310,sch_friend311,sch_friend312,sch_friend313,sch_friend314,sch_friend315,sch_friend316,sch_friend317,sch_friend318,sch_friend319,sch_friend41,sch_friend42,sch_friend43,sch_friend44,sch_friend45,sch_friend46,sch_friend47,sch_friend48,sch_friend49,sch_friend410,sch_friend411,sch_friend412,sch_friend413,sch_friend414,sch_friend415,sch_friend416,sch_friend417,sch_friend418,sch_friend419
122,111,0,1,1,1,1,4.5,3.5,4.5,4.5,1,1,1,1,1,1,1,1,3,3,1,1,313,51,121,352,220,271,118,36,72,75,117,125,136,237,303,447,448,474,NA,313,121,237,460,352,199,36,23,42,49,51,75,196,226,246,271,396,447,448,313,NA,29,557,289,151,284,190,NA,520,506,621,270,352,238,NA,162,199,36,271,557,313,520,118,339,276,29,151,289,548,NA,238,474,429,104,284,NA,352
123,111,0,1,1,NA,1,5,5,NA,5,0,0,0,0,0,0,0,0,1,1,NA,1,209,271,186,588,625,156,NA,134,141,281,366,397,416,400,465,548,571,582,176,186,588,625,271,209,287,134,141,68,126,156,508,157,585,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,209,141,134,592,NA,595,143,271,599,382,186,NA,598,506,156,NA,625,504
124,111,1,0,0,0,0,3.5,3.5,3.5,3,0,0,0,0,0,0,0,0,1,1,1,1,375,226,410,49,207,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,226,NA,181,410,49,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,199,162,189,319,181,49,207,410,485,511,615,NA,423,NA,NA,NA,NA,NA,162,410,319,506,546,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,111,0,1,1,1,1,3.5,4,4.5,4.5,1,1,1,1,1,1,1,1,2,2,2,2,259,60,320,357,313,366,29,41,28,118,116,131,205,217,310,312,NA,NA,NA,357,259,313,29,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,211,300,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,29,NA,93,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,111,1,1,1,1,1,4,4,3.5,3,1,1,1,1,NA,NA,NA,NA,2,2,2,2,228,167,440,30,22,334,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,149,255,334,477,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,477,320,NA,NA,NA,30,NA,311,334,483,614,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,28,55,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,111,1,0,0,NA,0,2.5,1.5,NA,1.5,0,0,0,0,1,1,1,1,2,2,NA,2,35,109,149,196,292,330,442,35,109,149,196,292,330,442,97,146,245,NA,NA,330,NA,109,491,245,35,NA,34,46,89,NA,149,196,227,253,279,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,109,330,512,363,NA,35,462,461,102,46,NA,149,NA,151,245,254,NA
131,111,1,0,0,0,0,NA,NA,NA,4,1,1,1,1,1,1,1,1,2,2,2,2,2,120,147,154,189,423,290,424,506,122,127,81,26,NA,NA,NA,NA,NA,NA,423,NA,2,26,290,491,579,2,NA,423,NA,321,26,511,456,502,NA,NA,NA,2,120,615,527,456,NA,NA,2,120,615,527,456,23,NA,NA,453,NA,NA,NA,23,NA,195,237,320,357,NA,NA,NA,441,NA,423,375,456,NA,424,NA,566,NA
134,111,0,1,1,NA,1,4.5,4.5,NA,4.5,0,0,0,0,0,0,0,0,2,2,NA,2,595,184,306,463,68,169,588,416,532,535,582,585,598,89,245,NA,NA,NA,NA,110,262,580,NA,NA,NA,NA,249,219,157,186,178,195,196,160,192,557,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,14,180,295,NA,NA,NA,123,141,224,96,403,504,515,NA,NA,598,NA,NA
138,111,0,0,0,0,0,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,3,1,1,2,2,313,321,353,393,541,517,546,557,15,76,88,175,131,177,210,284,341,396,2,81,131,210,298,339,393,427,NA,432,313,68,289,NA,NA,NA,NA,NA,NA,313,339,423,NA,210,289,NA,NA,36,2,76,81,173,362,404,536,NA,616,NA,424,536,2,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,111,0,0,0,0,0,4.5,4.5,4,4.5,0,0,0,0,0,0,0,0,2,2,2,2,33,84,196,262,281,332,485,599,594,530,54,504,377,345,331,301,305,201,245,84,599,530,508,299,43,170,281,215,262,157,25,91,89,NA,135,179,184,213,NA,NA,599,NA,NA,NA,NA,43,95,196,179,NA,NA,594,590,NA,583,538,597,597,NA,169,361,365,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,111,1,1,1,1,1,4.5,4.5,4,5,0,0,0,0,0,0,0,0,2,2,2,2,172,619,577,114,431,80,NA,601,72,80,187,585,NA,NA,NA,NA,NA,NA,NA,172,619,508,577,187,NA,NA,601,431,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,27,32,317,21,NA,NA,619,27,32,317,NA,417,484,21,NA,NA,NA,NA,619,187,NA,NA,NA,NA,NA,604,317,287,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,111,1,0,1,NA,0,3,5,NA,3,0,0,0,0,0,0,0,0,1,1,NA,1,383,279,575,380,295,330,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,111,0,0,0,NA,0,4.5,NA,NA,5,0,0,0,0,0,0,0,0,1,1,NA,1,492,2,20,477,517,173,423,3,22,14,41,43,65,91,106,120,124,129,194,409,492,194,557,477,20,41,14,108,120,129,134,150,173,177,188,195,517,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,129,173,517,NA,442,41,29,91,180,NA,71,NA,188,22,108,150,190
149,111,1,1,1,NA,1,3,2.5,NA,2.5,0,0,0,0,1,1,1,1,1,1,NA,1,544,326,401,22,603,NA,NA,544,326,603,401,22,NA,NA,NA,NA,NA,NA,NA,NA,401,69,NA,NA,NA,NA,35,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,35,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,111,0,0,0,NA,0,4.5,4.5,NA,4.5,0,0,0,0,0,0,0,0,1,1,NA,1,181,179,328,110,325,331,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,345,599,530,169,49,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,95,213,179,475,NA,140,91,328,382,597,178,NA,NA,535,245,375,565,332
151,111,1,0,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,NA,NA,NA,308,424,490,500,136,8,200,503,501,469,472,561,518,542,534,526,514,549,546,131,129,130,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,111,1,0,0,0,0,3.5,3.5,2.5,3.5,1,1,1,1,NA,NA,NA,NA,3,2,2,2,NA,356,358,NA,NA,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501,356,610,203,246,NA,NA,67,52,23,159,NA,425,513,NA,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,111,1,0,0,0,0,2.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,2,2,2,2,8,242,282,290,296,454,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,87,246,296,322,489,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,282,NA,570,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,111,1,NA,NA,1,1,NA,NA,NA,2.5,NA,0,0,0,1,0,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,536,404,2,182,181,151,342,290,292,314,NA,443,456,513,NA,5,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,111,1,1,NA,NA,1,3,NA,NA,3.5,0,0,0,0,0,0,0,0,3,NA,NA,2,248,470,90,NA,NA,NA,NA,29,39,30,22,186,171,361,NA,NA,NA,NA,NA,248,544,474,287,NA,NA,NA,463,535,373,564,428,629,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237,607,248,192,568,287,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,111,0,1,1,NA,1,5,5,NA,5,0,0,0,0,0,0,0,0,1,1,NA,1,571,92,62,361,NA,NA,NA,176,156,184,141,126,532,NA,NA,NA,NA,NA,NA,571,92,400,595,156,NA,NA,571,92,400,595,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,529,141,NA,126,168,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,111,1,NA,NA,NA,0,NA,NA,NA,3.5,NA,NA,0,0,1,1,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,436,NA,363,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,111,1,1,1,1,1,3.5,4,3.5,4,1,1,1,1,1,1,1,1,1,1,1,1,297,27,346,211,559,462,461,297,27,346,211,559,462,461,NA,NA,NA,NA,NA,346,297,27,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,297,32,557,NA,NA,NA,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,111,0,0,0,NA,0,3.5,3.5,NA,3.5,0,0,0,0,0,0,0,0,1,1,NA,1,48,43,179,306,377,508,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,272,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,111,0,0,NA,0,0,4.5,NA,3.5,4,0,0,0,0,0,0,0,0,1,3,1,1,178,382,486,450,592,143,48,96,178,196,333,377,383,574,575,598,609,94,84,178,382,504,486,592,450,621,59,96,143,196,371,383,377,609,NA,NA,NA,NA,NA,377,NA,NA,NA,NA,NA,NA,NA,146,7,NA,NA,NA,NA,NA,NA,NA,NA,178,382,377,NA,89,7,NA,486,NA,143,4,475,NA,NA,234,504,597,574,NA
172,111,1,1,1,NA,1,3.5,3.5,NA,3.5,0,0,0,0,NA,NA,NA,NA,1,1,NA,1,312,619,114,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,114,619,312,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,111,1,0,0,0,0,4,4.5,4.5,4,0,0,0,0,0,0,0,0,1,1,2,3,423,424,2,321,267,298,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,451,321,52,393,341,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,NA,370,NA,210,371,188,NA,597,536,NA,2,151,148,138,131,NA,267,43,423,NA,NA,536,210,NA,177,2,187,NA,NA,148,NA,NA,NA,NA,NA,NA,NA
179,111,1,0,NA,0,0,2.5,NA,3,3,0,0,0,0,0,0,0,0,1,NA,1,1,140,345,150,110,NA,NA,NA,140,110,150,345,169,571,184,190,331,289,599,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,475,213,NA,95,NA,NA,NA,211,434,443,442,441,NA,527,NA,550,148,76,213,NA,150,475,95,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,111,NA,0,0,NA,0,5,4.5,NA,4.5,0,0,0,0,0,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,528,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,111,0,1,1,NA,1,5,4.5,NA,4,0,0,0,0,0,0,0,0,3,1,NA,3,186,588,582,271,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,588,582,NA,NA,NA,NA,134,209,599,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,59,582,532,621,209,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,111,1,1,1,NA,1,5,5,NA,4.5,0,0,0,0,0,0,0,0,2,2,NA,NA,514,619,144,74,288,NA,NA,312,172,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,288,7,619,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,287,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,111,1,0,0,0,0,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,2,2,2,2,562,542,557,194,41,NA,NA,236,202,198,320,277,589,409,NA,NA,NA,NA,NA,41,589,NA,330,43,557,409,41,589,NA,330,43,557,409,562,13,73,320,88,1,79,115,18,212,279,NA,288,334,347,NA,363,NA,423,NA,440,461,519,NA,NA,29,NA,177,173,NA,334,363,423,515,598,330,440,NA,525,NA,424,NA,NA
190,111,1,NA,NA,1,1,NA,NA,4.5,4.5,NA,0,0,0,1,0,0,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,120,313,520,579,NA,29,72,74,122,446,477,521,570,605,NA,NA,NA,NA,29,120,405,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,111,1,NA,NA,1,1,NA,NA,3.5,4.5,NA,0,0,0,1,0,0,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,202,79,363,433,373,NA,20,NA,79,60,130,202,334,363,433,427,470,477,20,155,202,334,363,433,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,111,1,0,0,NA,0,4.5,4.5,NA,4.5,0,0,0,0,1,1,1,1,1,1,NA,1,109,41,225,557,589,202,262,509,494,10,33,85,103,109,126,542,14,361,84,10,41,79,557,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,557,41,10,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,111,1,1,NA,NA,1,3.5,NA,NA,3.5,1,1,1,1,0,0,0,0,1,NA,NA,3,527,396,368,121,129,446,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,432,527,290,147,467,293,73,121,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,116,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,111,1,0,0,0,0,4.5,4.5,4.5,NA,0,0,0,0,0,0,0,0,3,3,2,2,597,43,150,143,140,170,216,598,537,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,597,599,150,140,NA,NA,43,597,599,150,140,NA,NA,NA,NA,NA,NA,NA,453,597,43,NA,599,NA,381,NA,597,43,597,NA,381,NA,NA,NA,NA,NA,NA,NA,597,582,361,574,330,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,111,0,0,0,0,0,3,2.5,3,3,0,0,0,0,0,0,0,0,3,1,1,1,553,213,25,378,43,305,84,140,141,150,597,598,595,609,585,91,95,157,196,553,305,25,213,328,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,213,25,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,111,1,1,1,1,1,3.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,2,2,2,2,79,586,600,14,521,194,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,600,216,366,14,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,192,363,601,NA,NA,NA,79,192,363,601,NA,NA,NA,NA,NA,NA,NA,79,363,NA,586,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,111,1,0,0,0,0,NA,4.5,3.5,3.5,0,0,0,0,0,0,0,0,2,2,2,2,50,86,110,248,296,273,NA,331,368,392,328,488,97,NA,NA,NA,NA,NA,NA,296,50,5,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,50,67,86,110,NA,NA,313,488,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,97,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,111,1,0,0,0,0,2.5,2.5,1.5,2.5,0,0,0,0,0,0,0,0,2,2,2,2,200,443,503,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,205,441,168,NA,NA,NA,2,205,441,168,NA,NA,NA,NA,NA,NA,NA,NA,2,42,NA,200,205,226,424,441,NA,NA,NA,490,NA,NA,NA,NA,NA,NA,NA
211,111,1,NA,NA,0,0,NA,NA,2.5,3,NA,0,0,0,1,0,0,0,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,531,127,276,NA,182,462,303,531,127,276,NA,182,462,116,425,NA,NA,NA,NA,531,356,276,168,266,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,111,NA,0,0,0,0,3.5,4.5,3.5,3.5,0,0,0,0,0,0,0,0,1,1,1,1,140,150,95,179,345,201,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,179,598,95,597,201,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,95,201,NA,475,594,NA,345,NA,NA,7,43,NA,NA,NA,NA,196,580,150,179,475,95,594,NA,NA,126,216,365,535,177,245,383,597,201,262,400,48
214,111,1,NA,NA,1,1,NA,NA,4,4.5,NA,0,0,0,1,0,0,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,44,249,297,NA,NA,444,NA,564,68,NA,554,NA,NA,NA,NA,NA,NA,44,NA,455,NA,79,20,224,NA,297,NA,444,483,109,NA,NA,NA,NA,NA,NA
216,111,0,1,1,1,1,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,1,1,1,1,281,371,25,553,141,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,371,563,269,609,NA,NA,25,84,135,141,143,156,192,300,416,NA,NA,NA,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,281,143,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,111,0,1,NA,NA,1,4.5,5,NA,4.5,0,0,0,0,0,0,0,0,NA,NA,NA,3,450,592,598,621,287,156,NA,450,592,598,621,287,156,306,NA,NA,NA,NA,NA,450,592,621,156,598,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,111,NA,0,0,0,0,4.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,1,497,163,82,377,245,475,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,497,475,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,497,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,111,1,0,0,NA,0,3,3.5,NA,3,1,1,1,1,NA,NA,NA,NA,2,2,NA,2,207,314,303,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,124,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,490,313,NA,122,124,2,16,52,NA,162,NA,168,190,120,NA,NA
229,111,1,1,1,1,1,3.5,3.5,3.5,3.5,0,0,0,0,1,1,1,1,2,2,2,2,440,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,311,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,334,440,312,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,566,30,130,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,111,1,1,1,NA,1,5,5,NA,5,0,0,0,0,0,0,0,0,2,2,NA,2,116,260,492,630,148,595,180,2,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,456,595,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,134,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,111,0,1,1,1,1,4,4.5,4.5,4.5,0,0,0,0,0,0,0,0,1,1,1,1,571,156,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,68,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,68,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
